# Range Matrix: 30 beams x 95 scans
10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,8.183,8.184,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,2.241,2.168,2.087,2.017,2.008,2.075,2.155,2.240,3.269,4.052,4.090,5.830,5.925,6.059,6.172,6.314,6.305,3.966,3.934,3.920,3.946,4.011,5.720,5.727,6.200,6.073,5.946,5.800,5.684
10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,8.142,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,2.163,2.083,2.015,2.003,2.051,2.124,2.200,3.050,4.741,5.816,5.860,5.904,6.041,6.154,6.282,6.060,6.015,6.042,4.391,5.834,5.771,5.762,5.751,6.190,6.032,5.906,5.769,5.608
10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,8.859,8.113,8.113,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,2.161,2.081,2.015,2.003,2.030,2.102,2.168,10.038,10.038,5.850,5.897,5.941,6.031,6.255,5.947,5.896,5.841,5.858,5.907,5.921,5.835,5.812,5.801,6.210,6.039,5.873,5.745,5.616
10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,8.093,8.093,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,2.082,2.018,2.006,2.012,2.084,2.150,10.014,10.014,10.014,10.014,10.014,6.287,6.300,5.828,5.369,5.668,5.700,5.760,5.814,5.874,5.869,6.156,6.076,6.000,5.918,5.773,5.697
10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,8.827,8.083,8.083,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,2.085,2.023,2.011,2.000,2.070,2.137,10.002,10.002,10.002,10.002,10.002,10.002,6.352,5.764,5.672,5.580,5.553,5.615,5.671,5.732,5.788,6.338,6.391,6.203,5.541,5.628,5.775
10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,10.002,8.985,10.002,10.002,8.084,8.083,8.083,10.002,8.680,8.495,8.495,8.495,7.328,7.328,7.328,8.495,7.328,7.328,7.328,7.328,8.495,8.495,8.712,10.002,10.002,2.091,2.030,2.018,2.010,2.060,2.126,10.002,10.002,8.529,8.529,8.529,8.529,8.529,5.708,5.629,5.542,5.463,5.469,5.547,5.633,5.712,6.199,6.254,6.312,6.136,6.004,5.900
10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,10.014,8.672,10.014,10.014,10.014,8.093,8.093,10.014,8.848,8.544,8.505,8.052,6.887,6.887,6.887,6.887,6.987,6.887,6.887,6.887,6.987,8.505,6.990,6.990,6.990,6.990,2.040,2.025,2.023,2.063,6.990,6.990,6.990,6.990,6.990,6.546,6.546,6.546,5.704,5.630,5.379,5.475,5.434,5.493,5.573,5.650,6.047,6.125,6.210,6.296,6.138,6.032
10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,10.038,9.020,8.482,7.975,7.975,7.975,7.975,8.563,8.563,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.851,5.847,5.843,5.838,2.033,2.038,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.660,5.578,5.504,5.468,5.471,5.541,5.605,5.682,6.067,6.151,6.236,7.680,7.623
10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,9.051,8.513,10.075,8.005,8.005,8.005,8.026,7.734,5.965,5.965,5.965,6.014,5.965,5.965,5.965,5.965,5.965,5.965,5.965,5.965,5.965,5.753,5.763,5.763,5.763,5.763,2.500,5.763,5.763,5.746,5.746,5.746,5.746,5.746,5.746,5.753,5.753,5.753,5.615,5.401,5.509,5.498,5.527,5.593,5.977,6.040,6.110,6.185,7.708,7.708
10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,9.667,8.750,9.083,8.897,8.692,8.869,8.555,8.044,8.044,8.044,8.044,5.892,8.635,5.995,5.995,5.995,5.995,5.995,5.995,5.995,5.995,5.995,5.995,5.995,5.995,5.995,5.767,5.792,5.768,5.766,5.738,5.792,5.755,5.792,5.764,5.769,5.767,5.764,5.764,5.792,5.781,5.737,5.995,5.583,5.555,5.540,5.556,5.603,6.026,6.032,6.102,6.174,7.746,7.746
10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,9.727,9.357,9.167,8.968,8.735,8.548,8.951,8.094,8.094,8.094,8.233,8.688,6.032,6.032,5.605,5.605,5.605,5.605,5.605,5.605,5.605,5.874,5.978,6.032,5.851,5.828,5.817,5.802,5.805,5.828,5.815,5.828,5.800,5.800,5.800,5.800,5.803,5.800,5.800,5.828,5.828,6.032,6.150,8.688,8.196,8.196,6.091,6.082,6.083,6.125,7.770,7.770,7.770
10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,9.799,9.616,9.427,9.235,9.035,8.800,8.611,8.154,8.154,8.154,8.154,8.753,6.077,6.077,5.647,5.647,5.647,5.647,5.647,5.647,5.647,5.796,5.806,6.077,6.077,5.898,5.871,5.871,5.871,5.871,5.829,5.871,5.847,5.847,5.843,5.843,5.843,5.843,5.843,5.843,5.845,5.871,6.077,6.985,8.257,8.257,8.257,8.257,8.526,8.065,7.852,7.852,7.852
10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,9.351,10.353,9.422,9.205,9.114,8.877,8.686,8.913,8.225,8.225,8.225,8.366,8.829,6.130,5.697,5.697,5.697,5.697,5.697,5.697,5.697,5.761,5.846,6.012,6.130,5.961,5.922,5.922,5.911,5.922,5.867,5.922,5.894,5.894,5.899,5.895,5.894,5.895,5.894,5.894,5.894,5.922,6.130,6.401,7.973,8.329,8.329,8.329,8.347,8.352,7.921,7.404,7.404
10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,8.347,9.394,8.836,8.308,8.308,8.308,8.308,8.918,6.192,6.192,5.754,5.754,5.754,5.754,5.754,5.754,5.754,5.905,5.982,6.192,6.027,5.982,5.951,5.971,5.971,5.971,5.926,5.953,5.953,5.953,5.953,5.957,5.953,5.953,5.955,5.953,5.953,6.192,6.312,7.058,8.413,8.413,8.413,8.413,8.671,8.175,6.683,6.683
10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,9.160,8.880,8.940,8.403,8.403,8.403,8.547,6.262,6.262,5.820,5.820,5.820,5.820,5.820,5.820,5.820,5.973,5.973,6.262,6.262,6.078,6.019,6.050,6.039,6.039,6.007,6.021,6.025,6.021,6.021,6.021,6.021,6.026,6.022,6.021,6.023,6.050,6.262,6.720,8.234,8.509,8.509,8.509,8.653,8.510,6.759,6.759
10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,9.306,9.051,8.510,8.510,8.510,8.510,10.711,6.342,5.894,5.894,5.894,5.894,5.894,5.894,5.894,5.959,6.049,6.208,6.342,6.159,6.096,6.096,6.116,6.116,6.071,6.127,6.098,6.098,6.100,6.098,6.098,6.098,6.098,6.104,6.101,6.098,6.342,6.848,7.703,8.618,8.618,8.618,8.618,9.188,6.960,6.846
10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,8.780,8.780,10.864,6.432,6.432,5.978,5.978,5.978,5.978,5.978,5.978,5.978,6.135,6.200,6.432,6.432,6.215,6.215,6.215,6.215,6.215,6.157,6.185,6.189,6.189,6.185,6.185,6.185,6.185,6.185,6.185,6.187,6.216,6.432,7.245,9.264,10.864,8.889,8.889,10.864,10.864,6.943
11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,8.917,8.917,8.917,11.034,6.533,6.071,6.071,6.071,6.071,6.071,6.071,6.071,6.199,6.231,6.533,6.533,6.340,6.225,6.312,6.283,6.283,6.267,6.312,6.312,6.281,6.281,6.284,6.282,6.282,6.282,6.281,6.312,6.300,6.533,6.846,11.034,11.034,9.043,9.028,9.028,11.034,11.034
11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,9.070,9.070,11.223,6.645,6.645,6.645,6.645,6.645,6.645,6.645,6.645,6.645,6.645,6.645,6.645,6.446,6.420,6.412,6.390,6.390,6.361,6.361,6.380,6.420,6.390,6.394,6.389,6.389,6.389,6.420,6.420,6.324,6.607,6.775,11.223,11.223,11.223,9.183,9.183,11.223,11.223
11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,9.240,10.033,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.592,6.656,6.652,6.648,6.643,6.639,6.634,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,6.770,11.434,11.434,11.434,11.434,9.355,10.147,11.434
